"Council.Name","Area.Name","Year","Measure","Value"
"East Lothian","Haddingt","2010","Life Expectancy - Persons",82.1
"East Lothian","Haddingt","2011","Life Expectancy - Persons",80.7
"East Lothian","Haddingt","2012","Life Expectancy - Persons",82.7
"East Lothian","Haddingt","2013","Life Expectancy - Persons",79.1
"East Lothian","Haddingt","2014","Life Expectancy - Persons",79.1
"East Lothian","Haddingt","2015","Life Expectancy - Persons",80.3
"East Lothian","Haddingt","2016","Life Expectancy - Persons",80.4
"East Lothian","Haddingt","2017","Life Expectancy - Persons",79
"East Lothian","Haddingt","2018","Life Expectancy - Persons",80.1
"East Lothian","Haddingt","2019","Life Expectancy - Persons",80.5
"East Lothian","Haddingt","2020","Life Expectancy - Persons",80.2
"East Lothian","Haddingt","2021","Life Expectancy - Persons",80.5
"East Lothian","Haddingt","2022","Life Expectancy - Persons",80.5
"East Lothian","Haddingt","2023","Life Expectancy - Persons",80.6
"East Lothian","Haddingt","2024","Life Expectancy - Persons",80.5
"East Lothian","Haddingt","2025","Life Expectancy - Persons",81
"East Lothian","Haddingt","2026","Life Expectancy - Persons",80.9
"East Lothian","Haddingt","2027","Life Expectancy - Persons",81.2
"East Lothian","Haddingt","2028","Life Expectancy - Persons",81
"East Lothian","Haddingt","2029","Life Expectancy - Persons",81.3
"East Lothian","Haddingt","2030","Life Expectancy - Persons",81.4
"East Lothian","Haddingt","2002","Natural Change",-2
"East Lothian","Haddingt","2003","Natural Change",-30
"East Lothian","Haddingt","2004","Natural Change",-32
"East Lothian","Haddingt","2005","Natural Change",-30
"East Lothian","Haddingt","2006","Natural Change",18
"East Lothian","Haddingt","2007","Natural Change",27
"East Lothian","Haddingt","2008","Natural Change",6
"East Lothian","Haddingt","2009","Natural Change",11
"East Lothian","Haddingt","2010","Natural Change",16
"East Lothian","Haddingt","2011","Natural Change",24
"East Lothian","Haddingt","2012","Natural Change",27
"East Lothian","Haddingt","2013","Natural Change",-7
"East Lothian","Haddingt","2014","Natural Change",-29
"East Lothian","Haddingt","2015","Natural Change",-32
"East Lothian","Haddingt","2016","Natural Change",-35
"East Lothian","Haddingt","2017","Natural Change",-47
"East Lothian","Haddingt","2018","Natural Change",-26
"East Lothian","Haddingt","2019","Natural Change",-38.2
"East Lothian","Haddingt","2020","Natural Change",-45.2
"East Lothian","Haddingt","2021","Natural Change",-43.2
"East Lothian","Haddingt","2022","Natural Change",-46.9
"East Lothian","Haddingt","2023","Natural Change",-49.8
"East Lothian","Haddingt","2024","Natural Change",-52.3
"East Lothian","Haddingt","2025","Natural Change",-48.1
"East Lothian","Haddingt","2026","Natural Change",-54.7
"East Lothian","Haddingt","2027","Natural Change",-53.1
"East Lothian","Haddingt","2028","Natural Change",-62.9
"East Lothian","Haddingt","2029","Natural Change",-60.2
"East Lothian","Haddingt","2030","Natural Change",-64.8
"East Lothian","Haddingt","2002","Net Migration",108
"East Lothian","Haddingt","2003","Net Migration",159
"East Lothian","Haddingt","2004","Net Migration",-109
"East Lothian","Haddingt","2005","Net Migration",-5
"East Lothian","Haddingt","2006","Net Migration",198
"East Lothian","Haddingt","2007","Net Migration",136
"East Lothian","Haddingt","2008","Net Migration",58
"East Lothian","Haddingt","2009","Net Migration",-92
"East Lothian","Haddingt","2010","Net Migration",38
"East Lothian","Haddingt","2011","Net Migration",-52
"East Lothian","Haddingt","2012","Net Migration",-32
"East Lothian","Haddingt","2013","Net Migration",-40
"East Lothian","Haddingt","2014","Net Migration",77
"East Lothian","Haddingt","2015","Net Migration",36
"East Lothian","Haddingt","2016","Net Migration",154
"East Lothian","Haddingt","2017","Net Migration",206
"East Lothian","Haddingt","2018","Net Migration",382
"East Lothian","Haddingt","2019","Net Migration",174
"East Lothian","Haddingt","2020","Net Migration",172.4
"East Lothian","Haddingt","2021","Net Migration",168
"East Lothian","Haddingt","2022","Net Migration",165.3
"East Lothian","Haddingt","2023","Net Migration",170.6
"East Lothian","Haddingt","2024","Net Migration",168.4
"East Lothian","Haddingt","2025","Net Migration",167
"East Lothian","Haddingt","2026","Net Migration",170
"East Lothian","Haddingt","2027","Net Migration",169.4
"East Lothian","Haddingt","2028","Net Migration",170.5
"East Lothian","Haddingt","2029","Net Migration",169.3
"East Lothian","Haddingt","2030","Net Migration",170.3
"East Lothian","Haddingt","2002","Total Population",17296
"East Lothian","Haddingt","2003","Total Population",17425
"East Lothian","Haddingt","2004","Total Population",17284
"East Lothian","Haddingt","2005","Total Population",17249
"East Lothian","Haddingt","2006","Total Population",17465
"East Lothian","Haddingt","2007","Total Population",17628
"East Lothian","Haddingt","2008","Total Population",17692
"East Lothian","Haddingt","2009","Total Population",17611
"East Lothian","Haddingt","2010","Total Population",17665
"East Lothian","Haddingt","2011","Total Population",17637
"East Lothian","Haddingt","2012","Total Population",17632
"East Lothian","Haddingt","2013","Total Population",17585
"East Lothian","Haddingt","2014","Total Population",17633
"East Lothian","Haddingt","2015","Total Population",17637
"East Lothian","Haddingt","2016","Total Population",17756
"East Lothian","Haddingt","2017","Total Population",17915
"East Lothian","Haddingt","2018","Total Population",18271
"East Lothian","Haddingt","2019","Total Population",18406.8
"East Lothian","Haddingt","2020","Total Population",18534
"East Lothian","Haddingt","2021","Total Population",18658.8
"East Lothian","Haddingt","2022","Total Population",18777.3
"East Lothian","Haddingt","2023","Total Population",18898
"East Lothian","Haddingt","2024","Total Population",19014.1
"East Lothian","Haddingt","2025","Total Population",19132.9
"East Lothian","Haddingt","2026","Total Population",19248.3
"East Lothian","Haddingt","2027","Total Population",19364.6
"East Lothian","Haddingt","2028","Total Population",19472.1
"East Lothian","Haddingt","2029","Total Population",19581.3
"East Lothian","Haddingt","2030","Total Population",19686.9
"East Lothian","Haddingt","2002","Dependency Ratio",58.4
"East Lothian","Haddingt","2003","Dependency Ratio",57.6
"East Lothian","Haddingt","2004","Dependency Ratio",57.3
"East Lothian","Haddingt","2005","Dependency Ratio",56.9
"East Lothian","Haddingt","2006","Dependency Ratio",56.7
"East Lothian","Haddingt","2007","Dependency Ratio",56.6
"East Lothian","Haddingt","2008","Dependency Ratio",57.2
"East Lothian","Haddingt","2009","Dependency Ratio",58.7
"East Lothian","Haddingt","2010","Dependency Ratio",58.7
"East Lothian","Haddingt","2011","Dependency Ratio",60.2
"East Lothian","Haddingt","2012","Dependency Ratio",61.6
"East Lothian","Haddingt","2013","Dependency Ratio",62.6
"East Lothian","Haddingt","2014","Dependency Ratio",62.8
"East Lothian","Haddingt","2015","Dependency Ratio",63.4
"East Lothian","Haddingt","2016","Dependency Ratio",62.7
"East Lothian","Haddingt","2017","Dependency Ratio",63.9
"East Lothian","Haddingt","2018","Dependency Ratio",64.9
"East Lothian","Haddingt","2019","Dependency Ratio",65.9
"East Lothian","Haddingt","2020","Dependency Ratio",66.8
"East Lothian","Haddingt","2021","Dependency Ratio",68
"East Lothian","Haddingt","2022","Dependency Ratio",69.3
"East Lothian","Haddingt","2023","Dependency Ratio",70
"East Lothian","Haddingt","2024","Dependency Ratio",70.7
"East Lothian","Haddingt","2025","Dependency Ratio",71.6
"East Lothian","Haddingt","2026","Dependency Ratio",72.5
"East Lothian","Haddingt","2027","Dependency Ratio",73.1
"East Lothian","Haddingt","2028","Dependency Ratio",74.7
"East Lothian","Haddingt","2029","Dependency Ratio",75.5
"East Lothian","Haddingt","2030","Dependency Ratio",76.6
"East Lothian","Haddingt","2002","Sex Ratio",94.4
"East Lothian","Haddingt","2003","Sex Ratio",94.2
"East Lothian","Haddingt","2004","Sex Ratio",94.2
"East Lothian","Haddingt","2005","Sex Ratio",94.7
"East Lothian","Haddingt","2006","Sex Ratio",94.7
"East Lothian","Haddingt","2007","Sex Ratio",94.2
"East Lothian","Haddingt","2008","Sex Ratio",93.8
"East Lothian","Haddingt","2009","Sex Ratio",94.4
"East Lothian","Haddingt","2010","Sex Ratio",94.9
"East Lothian","Haddingt","2011","Sex Ratio",95.9
"East Lothian","Haddingt","2012","Sex Ratio",94.8
"East Lothian","Haddingt","2013","Sex Ratio",94
"East Lothian","Haddingt","2014","Sex Ratio",94.3
"East Lothian","Haddingt","2015","Sex Ratio",93.9
"East Lothian","Haddingt","2016","Sex Ratio",94.2
"East Lothian","Haddingt","2017","Sex Ratio",93.9
"East Lothian","Haddingt","2018","Sex Ratio",93
"East Lothian","Haddingt","2019","Sex Ratio",93.1
"East Lothian","Haddingt","2020","Sex Ratio",93.1
"East Lothian","Haddingt","2021","Sex Ratio",93.1
"East Lothian","Haddingt","2022","Sex Ratio",93.2
"East Lothian","Haddingt","2023","Sex Ratio",93.2
"East Lothian","Haddingt","2024","Sex Ratio",93.2
"East Lothian","Haddingt","2025","Sex Ratio",93.2
"East Lothian","Haddingt","2026","Sex Ratio",93.2
"East Lothian","Haddingt","2027","Sex Ratio",93.3
"East Lothian","Haddingt","2028","Sex Ratio",93.3
"East Lothian","Haddingt","2029","Sex Ratio",93.3
"East Lothian","Haddingt","2030","Sex Ratio",93.3
"East Lothian","Musselbu","2002","Life Expectancy - Persons",77.4
"East Lothian","Musselbu","2003","Life Expectancy - Persons",77.2
"East Lothian","Musselbu","2004","Life Expectancy - Persons",77.9
"East Lothian","Musselbu","2005","Life Expectancy - Persons",79.1
"East Lothian","Musselbu","2006","Life Expectancy - Persons",78.2
"East Lothian","Musselbu","2007","Life Expectancy - Persons",79.1
"East Lothian","Musselbu","2008","Life Expectancy - Persons",79.1
"East Lothian","Musselbu","2009","Life Expectancy - Persons",76.7
"East Lothian","Musselbu","2010","Life Expectancy - Persons",77.4
"East Lothian","Musselbu","2011","Life Expectancy - Persons",77.8
"East Lothian","Musselbu","2012","Life Expectancy - Persons",78.1
"East Lothian","Musselbu","2013","Life Expectancy - Persons",79.9
"East Lothian","Musselbu","2014","Life Expectancy - Persons",80
"East Lothian","Musselbu","2015","Life Expectancy - Persons",80.2
"East Lothian","Musselbu","2016","Life Expectancy - Persons",80.5
"East Lothian","Musselbu","2017","Life Expectancy - Persons",80.5
"East Lothian","Musselbu","2018","Life Expectancy - Persons",80
"East Lothian","Musselbu","2019","Life Expectancy - Persons",81
"East Lothian","Musselbu","2020","Life Expectancy - Persons",80.6
"East Lothian","Musselbu","2021","Life Expectancy - Persons",80.9
"East Lothian","Musselbu","2022","Life Expectancy - Persons",81
"East Lothian","Musselbu","2023","Life Expectancy - Persons",81
"East Lothian","Musselbu","2024","Life Expectancy - Persons",81
"East Lothian","Musselbu","2025","Life Expectancy - Persons",81.4
"East Lothian","Musselbu","2026","Life Expectancy - Persons",81.3
"East Lothian","Musselbu","2027","Life Expectancy - Persons",81.6
"East Lothian","Musselbu","2028","Life Expectancy - Persons",81.4
"East Lothian","Musselbu","2029","Life Expectancy - Persons",81.7
"East Lothian","Musselbu","2030","Life Expectancy - Persons",81.8
"East Lothian","Musselbu","2002","Natural Change",-20
"East Lothian","Musselbu","2003","Natural Change",-34
"East Lothian","Musselbu","2004","Natural Change",-7
"East Lothian","Musselbu","2005","Natural Change",-14
"East Lothian","Musselbu","2006","Natural Change",-21
"East Lothian","Musselbu","2007","Natural Change",-5
"East Lothian","Musselbu","2008","Natural Change",20
"East Lothian","Musselbu","2009","Natural Change",3
"East Lothian","Musselbu","2010","Natural Change",1
"East Lothian","Musselbu","2011","Natural Change",6
"East Lothian","Musselbu","2012","Natural Change",28
"East Lothian","Musselbu","2013","Natural Change",-9
"East Lothian","Musselbu","2014","Natural Change",24
"East Lothian","Musselbu","2015","Natural Change",19
"East Lothian","Musselbu","2016","Natural Change",40
"East Lothian","Musselbu","2017","Natural Change",26
"East Lothian","Musselbu","2018","Natural Change",12
"East Lothian","Musselbu","2019","Natural Change",10
"East Lothian","Musselbu","2020","Natural Change",7.2
"East Lothian","Musselbu","2021","Natural Change",11.7
"East Lothian","Musselbu","2022","Natural Change",10.7
"East Lothian","Musselbu","2023","Natural Change",9.6
"East Lothian","Musselbu","2024","Natural Change",8.8
"East Lothian","Musselbu","2025","Natural Change",14
"East Lothian","Musselbu","2026","Natural Change",7.6
"East Lothian","Musselbu","2027","Natural Change",8.8
"East Lothian","Musselbu","2028","Natural Change",-1.6
"East Lothian","Musselbu","2029","Natural Change",-1.1
"East Lothian","Musselbu","2030","Natural Change",-7.7
"East Lothian","Musselbu","2002","Net Migration",24
"East Lothian","Musselbu","2003","Net Migration",-127
"East Lothian","Musselbu","2004","Net Migration",-73
"East Lothian","Musselbu","2005","Net Migration",-74
"East Lothian","Musselbu","2006","Net Migration",-164
"East Lothian","Musselbu","2007","Net Migration",95
"East Lothian","Musselbu","2008","Net Migration",88
"East Lothian","Musselbu","2009","Net Migration",225
"East Lothian","Musselbu","2010","Net Migration",-235
"East Lothian","Musselbu","2011","Net Migration",-142
"East Lothian","Musselbu","2012","Net Migration",35
"East Lothian","Musselbu","2013","Net Migration",88
"East Lothian","Musselbu","2014","Net Migration",20
"East Lothian","Musselbu","2015","Net Migration",43
"East Lothian","Musselbu","2016","Net Migration",107
"East Lothian","Musselbu","2017","Net Migration",-86
"East Lothian","Musselbu","2018","Net Migration",-93
"East Lothian","Musselbu","2019","Net Migration",5.6
"East Lothian","Musselbu","2020","Net Migration",1
"East Lothian","Musselbu","2021","Net Migration",-4.7
"East Lothian","Musselbu","2022","Net Migration",-6.9
"East Lothian","Musselbu","2023","Net Migration",0.9
"East Lothian","Musselbu","2024","Net Migration",-4.2
"East Lothian","Musselbu","2025","Net Migration",-4.7
"East Lothian","Musselbu","2026","Net Migration",-3.2
"East Lothian","Musselbu","2027","Net Migration",-4.2
"East Lothian","Musselbu","2028","Net Migration",-4.4
"East Lothian","Musselbu","2029","Net Migration",-4.4
"East Lothian","Musselbu","2030","Net Migration",-6
"East Lothian","Musselbu","2002","Total Population",19614
"East Lothian","Musselbu","2003","Total Population",19453
"East Lothian","Musselbu","2004","Total Population",19373
"East Lothian","Musselbu","2005","Total Population",19285
"East Lothian","Musselbu","2006","Total Population",19100
"East Lothian","Musselbu","2007","Total Population",19190
"East Lothian","Musselbu","2008","Total Population",19298
"East Lothian","Musselbu","2009","Total Population",19526
"East Lothian","Musselbu","2010","Total Population",19292
"East Lothian","Musselbu","2011","Total Population",19156
"East Lothian","Musselbu","2012","Total Population",19219
"East Lothian","Musselbu","2013","Total Population",19298
"East Lothian","Musselbu","2014","Total Population",19342
"East Lothian","Musselbu","2015","Total Population",19404
"East Lothian","Musselbu","2016","Total Population",19551
"East Lothian","Musselbu","2017","Total Population",19491
"East Lothian","Musselbu","2018","Total Population",19410
"East Lothian","Musselbu","2019","Total Population",19425.6
"East Lothian","Musselbu","2020","Total Population",19433.7
"East Lothian","Musselbu","2021","Total Population",19440.7
"East Lothian","Musselbu","2022","Total Population",19444.5
"East Lothian","Musselbu","2023","Total Population",19455
"East Lothian","Musselbu","2024","Total Population",19459.7
"East Lothian","Musselbu","2025","Total Population",19469
"East Lothian","Musselbu","2026","Total Population",19473.4
"East Lothian","Musselbu","2027","Total Population",19478
"East Lothian","Musselbu","2028","Total Population",19472.1
"East Lothian","Musselbu","2029","Total Population",19466.6
"East Lothian","Musselbu","2030","Total Population",19452.9
"East Lothian","Musselbu","2002","Dependency Ratio",59.5
"East Lothian","Musselbu","2003","Dependency Ratio",58.6
"East Lothian","Musselbu","2004","Dependency Ratio",57.7
"East Lothian","Musselbu","2005","Dependency Ratio",56.8
"East Lothian","Musselbu","2006","Dependency Ratio",55.6
"East Lothian","Musselbu","2007","Dependency Ratio",54.1
"East Lothian","Musselbu","2008","Dependency Ratio",52.6
"East Lothian","Musselbu","2009","Dependency Ratio",52.3
"East Lothian","Musselbu","2010","Dependency Ratio",51.2
"East Lothian","Musselbu","2011","Dependency Ratio",51.1
"East Lothian","Musselbu","2012","Dependency Ratio",52.2
"East Lothian","Musselbu","2013","Dependency Ratio",52.3
"East Lothian","Musselbu","2014","Dependency Ratio",52.6
"East Lothian","Musselbu","2015","Dependency Ratio",53.1
"East Lothian","Musselbu","2016","Dependency Ratio",54.2
"East Lothian","Musselbu","2017","Dependency Ratio",54.9
"East Lothian","Musselbu","2018","Dependency Ratio",54.9
"East Lothian","Musselbu","2019","Dependency Ratio",55.6
"East Lothian","Musselbu","2020","Dependency Ratio",55.9
"East Lothian","Musselbu","2021","Dependency Ratio",56.7
"East Lothian","Musselbu","2022","Dependency Ratio",57.9
"East Lothian","Musselbu","2023","Dependency Ratio",59.1
"East Lothian","Musselbu","2024","Dependency Ratio",60.3
"East Lothian","Musselbu","2025","Dependency Ratio",61.2
"East Lothian","Musselbu","2026","Dependency Ratio",62.8
"East Lothian","Musselbu","2027","Dependency Ratio",63.5
"East Lothian","Musselbu","2028","Dependency Ratio",64
"East Lothian","Musselbu","2029","Dependency Ratio",65.1
"East Lothian","Musselbu","2030","Dependency Ratio",65.9
"East Lothian","Musselbu","2002","Sex Ratio",88.4
"East Lothian","Musselbu","2003","Sex Ratio",88.3
"East Lothian","Musselbu","2004","Sex Ratio",88.9
"East Lothian","Musselbu","2005","Sex Ratio",89.2
"East Lothian","Musselbu","2006","Sex Ratio",89.7
"East Lothian","Musselbu","2007","Sex Ratio",89.4
"East Lothian","Musselbu","2008","Sex Ratio",89.4
"East Lothian","Musselbu","2009","Sex Ratio",88.9
"East Lothian","Musselbu","2010","Sex Ratio",88.3
"East Lothian","Musselbu","2011","Sex Ratio",88.3
"East Lothian","Musselbu","2012","Sex Ratio",88.3
"East Lothian","Musselbu","2013","Sex Ratio",89.1
"East Lothian","Musselbu","2014","Sex Ratio",88.6
"East Lothian","Musselbu","2015","Sex Ratio",88.4
"East Lothian","Musselbu","2016","Sex Ratio",88.5
"East Lothian","Musselbu","2017","Sex Ratio",90.2
"East Lothian","Musselbu","2018","Sex Ratio",90.1
"East Lothian","Musselbu","2019","Sex Ratio",90.2
"East Lothian","Musselbu","2020","Sex Ratio",90.3
"East Lothian","Musselbu","2021","Sex Ratio",90.3
"East Lothian","Musselbu","2022","Sex Ratio",90.3
"East Lothian","Musselbu","2023","Sex Ratio",90.4
"East Lothian","Musselbu","2024","Sex Ratio",90.4
"East Lothian","Musselbu","2025","Sex Ratio",90.3
"East Lothian","Musselbu","2026","Sex Ratio",90.3
"East Lothian","Musselbu","2027","Sex Ratio",90.3
"East Lothian","Musselbu","2028","Sex Ratio",90.3
"East Lothian","Musselbu","2029","Sex Ratio",90.3
"East Lothian","Musselbu","2030","Sex Ratio",90.3
"East Lothian","NorthBer","2002","Life Expectancy - Persons",81.8
"East Lothian","NorthBer","2003","Life Expectancy - Persons",82.2
"East Lothian","NorthBer","2004","Life Expectancy - Persons",78.7
"East Lothian","NorthBer","2005","Life Expectancy - Persons",80.6
"East Lothian","NorthBer","2006","Life Expectancy - Persons",81.4
"East Lothian","NorthBer","2007","Life Expectancy - Persons",78.9
"East Lothian","NorthBer","2008","Life Expectancy - Persons",80.4
"East Lothian","NorthBer","2009","Life Expectancy - Persons",81.6
"East Lothian","NorthBer","2010","Life Expectancy - Persons",81.8
"East Lothian","NorthBer","2011","Life Expectancy - Persons",79.6
"East Lothian","NorthBer","2012","Life Expectancy - Persons",79.3
"East Lothian","NorthBer","2013","Life Expectancy - Persons",79.3
"East Lothian","NorthBer","2014","Life Expectancy - Persons",83.1
"East Lothian","NorthBer","2015","Life Expectancy - Persons",81.9
"East Lothian","NorthBer","2016","Life Expectancy - Persons",79.9
"East Lothian","NorthBer","2017","Life Expectancy - Persons",82.5
"East Lothian","NorthBer","2018","Life Expectancy - Persons",81
"East Lothian","NorthBer","2019","Life Expectancy - Persons",82.2
"East Lothian","NorthBer","2020","Life Expectancy - Persons",81.8
"East Lothian","NorthBer","2021","Life Expectancy - Persons",82.1
"East Lothian","NorthBer","2022","Life Expectancy - Persons",82.2
"East Lothian","NorthBer","2023","Life Expectancy - Persons",82.2
"East Lothian","NorthBer","2024","Life Expectancy - Persons",82.2
"East Lothian","NorthBer","2025","Life Expectancy - Persons",82.6
"East Lothian","NorthBer","2026","Life Expectancy - Persons",82.5
"East Lothian","NorthBer","2027","Life Expectancy - Persons",82.8
"East Lothian","NorthBer","2028","Life Expectancy - Persons",82.6
"East Lothian","NorthBer","2029","Life Expectancy - Persons",82.9
"East Lothian","NorthBer","2030","Life Expectancy - Persons",83
"East Lothian","NorthBer","2002","Natural Change",-59
"East Lothian","NorthBer","2003","Natural Change",-47
"East Lothian","NorthBer","2004","Natural Change",-79
"East Lothian","NorthBer","2005","Natural Change",-54
"East Lothian","NorthBer","2006","Natural Change",-45
"East Lothian","NorthBer","2007","Natural Change",-96
"East Lothian","NorthBer","2008","Natural Change",-47
"East Lothian","NorthBer","2009","Natural Change",-62
"East Lothian","NorthBer","2010","Natural Change",-58
"East Lothian","NorthBer","2011","Natural Change",-79
"East Lothian","NorthBer","2012","Natural Change",-68
"East Lothian","NorthBer","2013","Natural Change",-119
"East Lothian","NorthBer","2014","Natural Change",-81
"East Lothian","NorthBer","2015","Natural Change",-111
"East Lothian","NorthBer","2016","Natural Change",-72
"East Lothian","NorthBer","2017","Natural Change",-111
"East Lothian","NorthBer","2018","Natural Change",-136
"East Lothian","NorthBer","2019","Natural Change",-103.1
"East Lothian","NorthBer","2020","Natural Change",-110.5
"East Lothian","NorthBer","2021","Natural Change",-109.6
"East Lothian","NorthBer","2022","Natural Change",-113
"East Lothian","NorthBer","2023","Natural Change",-116
"East Lothian","NorthBer","2024","Natural Change",-119.1
"East Lothian","NorthBer","2025","Natural Change",-114.4
"East Lothian","NorthBer","2026","Natural Change",-119.6
"East Lothian","NorthBer","2027","Natural Change",-117.7
"East Lothian","NorthBer","2028","Natural Change",-124.5
"East Lothian","NorthBer","2029","Natural Change",-121.1
"East Lothian","NorthBer","2030","Natural Change",-124
"East Lothian","NorthBer","2002","Net Migration",189
"East Lothian","NorthBer","2003","Net Migration",195
"East Lothian","NorthBer","2004","Net Migration",252
"East Lothian","NorthBer","2005","Net Migration",202
"East Lothian","NorthBer","2006","Net Migration",255
"East Lothian","NorthBer","2007","Net Migration",196
"East Lothian","NorthBer","2008","Net Migration",82
"East Lothian","NorthBer","2009","Net Migration",151
"East Lothian","NorthBer","2010","Net Migration",161
"East Lothian","NorthBer","2011","Net Migration",109
"East Lothian","NorthBer","2012","Net Migration",96
"East Lothian","NorthBer","2013","Net Migration",88
"East Lothian","NorthBer","2014","Net Migration",238
"East Lothian","NorthBer","2015","Net Migration",240
"East Lothian","NorthBer","2016","Net Migration",290
"East Lothian","NorthBer","2017","Net Migration",290
"East Lothian","NorthBer","2018","Net Migration",356
"East Lothian","NorthBer","2019","Net Migration",276.2
"East Lothian","NorthBer","2020","Net Migration",274.9
"East Lothian","NorthBer","2021","Net Migration",273.6
"East Lothian","NorthBer","2022","Net Migration",273
"East Lothian","NorthBer","2023","Net Migration",276.5
"East Lothian","NorthBer","2024","Net Migration",273.9
"East Lothian","NorthBer","2025","Net Migration",274.5
"East Lothian","NorthBer","2026","Net Migration",275.4
"East Lothian","NorthBer","2027","Net Migration",275.9
"East Lothian","NorthBer","2028","Net Migration",275.5
"East Lothian","NorthBer","2029","Net Migration",275.1
"East Lothian","NorthBer","2030","Net Migration",276.3
"East Lothian","NorthBer","2002","Total Population",11510
"East Lothian","NorthBer","2003","Total Population",11658
"East Lothian","NorthBer","2004","Total Population",11831
"East Lothian","NorthBer","2005","Total Population",11979
"East Lothian","NorthBer","2006","Total Population",12189
"East Lothian","NorthBer","2007","Total Population",12289
"East Lothian","NorthBer","2008","Total Population",12324
"East Lothian","NorthBer","2009","Total Population",12413
"East Lothian","NorthBer","2010","Total Population",12516
"East Lothian","NorthBer","2011","Total Population",12546
"East Lothian","NorthBer","2012","Total Population",12574
"East Lothian","NorthBer","2013","Total Population",12543
"East Lothian","NorthBer","2014","Total Population",12700
"East Lothian","NorthBer","2015","Total Population",12829
"East Lothian","NorthBer","2016","Total Population",13047
"East Lothian","NorthBer","2017","Total Population",13226
"East Lothian","NorthBer","2018","Total Population",13446
"East Lothian","NorthBer","2019","Total Population",13619.1
"East Lothian","NorthBer","2020","Total Population",13783.5
"East Lothian","NorthBer","2021","Total Population",13947.5
"East Lothian","NorthBer","2022","Total Population",14107.5
"East Lothian","NorthBer","2023","Total Population",14268
"East Lothian","NorthBer","2024","Total Population",14422.8
"East Lothian","NorthBer","2025","Total Population",14582.9
"East Lothian","NorthBer","2026","Total Population",14738.7
"East Lothian","NorthBer","2027","Total Population",14897
"East Lothian","NorthBer","2028","Total Population",15048
"East Lothian","NorthBer","2029","Total Population",15202
"East Lothian","NorthBer","2030","Total Population",15354.3
"East Lothian","NorthBer","2002","Dependency Ratio",75.5
"East Lothian","NorthBer","2003","Dependency Ratio",74.9
"East Lothian","NorthBer","2004","Dependency Ratio",74.2
"East Lothian","NorthBer","2005","Dependency Ratio",74.3
"East Lothian","NorthBer","2006","Dependency Ratio",75.1
"East Lothian","NorthBer","2007","Dependency Ratio",73.5
"East Lothian","NorthBer","2008","Dependency Ratio",73.7
"East Lothian","NorthBer","2009","Dependency Ratio",73.7
"East Lothian","NorthBer","2010","Dependency Ratio",74.5
"East Lothian","NorthBer","2011","Dependency Ratio",76.4
"East Lothian","NorthBer","2012","Dependency Ratio",78.9
"East Lothian","NorthBer","2013","Dependency Ratio",79.1
"East Lothian","NorthBer","2014","Dependency Ratio",80.5
"East Lothian","NorthBer","2015","Dependency Ratio",79.3
"East Lothian","NorthBer","2016","Dependency Ratio",79.8
"East Lothian","NorthBer","2017","Dependency Ratio",79.5
"East Lothian","NorthBer","2018","Dependency Ratio",80.2
"East Lothian","NorthBer","2019","Dependency Ratio",81.4
"East Lothian","NorthBer","2020","Dependency Ratio",81.6
"East Lothian","NorthBer","2021","Dependency Ratio",81.6
"East Lothian","NorthBer","2022","Dependency Ratio",81.7
"East Lothian","NorthBer","2023","Dependency Ratio",81.9
"East Lothian","NorthBer","2024","Dependency Ratio",81.9
"East Lothian","NorthBer","2025","Dependency Ratio",82
"East Lothian","NorthBer","2026","Dependency Ratio",82.5
"East Lothian","NorthBer","2027","Dependency Ratio",83.3
"East Lothian","NorthBer","2028","Dependency Ratio",83.6
"East Lothian","NorthBer","2029","Dependency Ratio",84.7
"East Lothian","NorthBer","2030","Dependency Ratio",85.9
"East Lothian","NorthBer","2002","Sex Ratio",87.2
"East Lothian","NorthBer","2003","Sex Ratio",88
"East Lothian","NorthBer","2004","Sex Ratio",88.8
"East Lothian","NorthBer","2005","Sex Ratio",89.3
"East Lothian","NorthBer","2006","Sex Ratio",89.3
"East Lothian","NorthBer","2007","Sex Ratio",90.4
"East Lothian","NorthBer","2008","Sex Ratio",90.3
"East Lothian","NorthBer","2009","Sex Ratio",91.4
"East Lothian","NorthBer","2010","Sex Ratio",91.9
"East Lothian","NorthBer","2011","Sex Ratio",91.1
"East Lothian","NorthBer","2012","Sex Ratio",91.9
"East Lothian","NorthBer","2013","Sex Ratio",91.6
"East Lothian","NorthBer","2014","Sex Ratio",90.9
"East Lothian","NorthBer","2015","Sex Ratio",92.1
"East Lothian","NorthBer","2016","Sex Ratio",92.3
"East Lothian","NorthBer","2017","Sex Ratio",91.7
"East Lothian","NorthBer","2018","Sex Ratio",91.9
"East Lothian","NorthBer","2019","Sex Ratio",92.1
"East Lothian","NorthBer","2020","Sex Ratio",92.3
"East Lothian","NorthBer","2021","Sex Ratio",92.4
"East Lothian","NorthBer","2022","Sex Ratio",92.6
"East Lothian","NorthBer","2023","Sex Ratio",92.7
"East Lothian","NorthBer","2024","Sex Ratio",92.9
"East Lothian","NorthBer","2025","Sex Ratio",93
"East Lothian","NorthBer","2026","Sex Ratio",93.1
"East Lothian","NorthBer","2027","Sex Ratio",93.3
"East Lothian","NorthBer","2028","Sex Ratio",93.4
"East Lothian","NorthBer","2029","Sex Ratio",93.5
"East Lothian","NorthBer","2030","Sex Ratio",93.7
